Date;Date;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
BANQUE CANTON GENEVE ;BANQUE CANTON GENEVE - NET SALES OR REVENUES;0.0010035307333568762;0.0009281838842233234;0.0007922979307213765;0.0007011799774615644;0.0006418177096893568;0.0005681304177907895;0.0005219169921629695;0.0004949991679172263;0.0006110378268917651;0.0005622592274229753;0.0005408640058688982;0.0005719399914808592;0.0005736992631046961;0.000532405941097226;0.0005056512357276556;0.0005525421990309673;0.000490119725586965;0.00048621980030062604;0.0005727806747502016;0.0005188373423755728;0.0005271841323001467;0.0005368117821844382;
BANQUE CANTONALE ;BANQUE CANTONALE - NET SALES OR REVENUES;0.0003703338034696192;0.0003629542966161826;0.0003820247933094939;0.0003484010631584866;0.00032522128362059716;0.00028768407608066295;0.00027628477102883953;0.00028383143845092256;0.0003718353869381189;0.0003586102322018106;0.0003646403093113642;0.0003940689238680328;0.0003874334298646799;0.00036430261256713617;0.00032525321914855993;0.0003582327736155406;0.0003158018665649739;0.0003131953777156457;0.0003289424869213192;0.0002827708470125174;0.0003244365281768142;0.0003011886574273472;
BANQUE CANTONALE 1 ;BANQUE CANTONALE 1 - NET SALES OR REVENUES.1;0.00010501386506149584;9.572048789446361e-05;9.977835242180564e-05;9.320313842262042e-05;7.766783166145455e-05;6.734782283797994e-05;6.241539477001932e-05;6.663143004634751e-05;8.571443151673365e-05;7.421834441466687e-05;6.804875335280056e-05;7.211535792367096e-05;7.031148690322822e-05;6.664052977670716e-05;6.165737663796715e-05;6.706943617106936e-05;6.064946517656694e-05;5.9994221227067524e-05;6.827905038658637e-05;5.842869997862858e-05;6.585251690420639e-05;5.9609717923571576e-05;
BARRY CALLEBAUT ;BARRY CALLEBAUT - NET SALES OR REVENUES;0.0029215142817535355;0.0030184001846940444;0.003395495770968922;0.004640678147412581;0.005103181881994283;0.004368164687801538;0.004072249539221133;0.0036260494892808386;0.00517446225471731;0.0057113811342469015;0.006204486669237556;0.0057206472028865215;0.005997363691785214;0.005916067054622613;0.006623419988933762;0.008127953368654755;0.00796424991659133;0.007684504405291007;0.008505546976025225;0.007795295553026349;0.008534302458932535;0.00825997702311535;
BASELLAND KANTONALBK ;BASELLAND KANTONALBK - NET SALES OR REVENUES;0.0008949049789359097;0.0008578200522619036;0.0008775053075565337;0.0008214000061030026;0.0007711779690540867;0.000670152463084258;0.0006285511744650141;0.0006106101953790782;0.0007794923077065415;0.0007268007247025704;0.0007083041854983764;0.0007336691667578539;0.0007044287078373621;0.0006529829531681243;0.000598587824313485;0.0006814841211195679;0.0006163140321832817;0.0005484114796862863;0.000499186583993968;0.00043631042985282345;0.0004991687390325842;0.0004493643317206094;
BASILEA PHARMACEUTIC ;BASILEA PHARMACEUTIC - NET SALES OR REVENUES;;;2.6419687313805555e-07;4.924920106263247e-07;3.617322983161445e-07;3.280052156776757e-05;6.864336609837709e-06;6.975263994780963e-06;1.2679808591240202e-05;3.10135472663272e-05;0.00013827999824415343;8.378057884989206e-05;7.190100833092395e-05;5.011848480516642e-05;4.8139409507803014e-05;6.8786995024594e-05;7.870772564088098e-05;0.00011463933695708788;0.00016226051962197165;0.00014332117282104422;0.00015801558367269466;0.00016974931535663308;
BASLER KANTONALBANK ;BASLER KANTONALBANK - NET SALES OR REVENUES;0.0013322950840205339;0.0012586458942667337;0.001311018704225585;0.0012560716354500952;0.0011738238288184555;0.0010445043478497689;0.000986714945044273;0.001017170962345767;0.0012410416386678853;0.0012592448151384909;0.0011916844106858303;0.0011754264482962767;0.0011945116929635705;0.0010510746012544047;0.0009094446117121625;0.001007716129894041;0.0008605102857174894;0.0008315346537937701;0.0008280788828325705;0.0007105159860956204;0.0008177330288203208;0.0008101604150512293;
BB BIOTECH AG ;BB BIOTECH AG - NET SALES OR REVENUES;0.0008324423218418423;-0.0004878852731576612;-0.0019857477313178153;0.00025218059901377035;0.0002694048556382611;0.00035844478807865363;-7.42244616075728e-05;-0.00012304189097831725;9.550044989304082e-05;6.802265689663155e-05;-4.4412631794062394e-05;5.93837245320292e-05;0.00018036970219415736;0.00022421892804596724;0.0002508377811504421;0.0003802276838466891;1.4506011328788093e-05;0.0003052614922982395;0.0001848292435499283;0.0002568947313787286;0.00034781281597444754;0.00035368394434314153;
BELIMO HOLDINGS AG ;BELIMO HOLDINGS AG - NET SALES OR REVENUES;0.0002593021428813543;0.0002713245088428181;0.000308079455733202;0.0003070798139608441;0.0003185147416019902;0.00030150342683005394;0.00031062365313968974;0.00032829653905562756;0.0004338611421502856;0.0004516122533570266;0.0005074221426102305;0.0005225081938787804;0.000552138895114342;0.0005727710896772571;0.000557699699880015;0.0006423578960461372;0.0006365539795746868;0.0006547804242725966;0.0007863223980123473;0.0007387629946918159;0.0008186541642539015;0.0008770908458094788;
BELL FOOD GROUP AG ;BELL FOOD GROUP AG - NET SALES OR REVENUES;0.0016426909168174874;0.0017440168198977319;0.0019490243659516253;0.0020049206812963985;0.001922246693643275;0.0015624707805650527;0.0014297102207591961;0.0014449144582363534;0.002084254282785609;0.002981837878048602;0.00307533407076081;0.003118330729921977;0.0031149379529379338;0.003146684029510916;0.0029109234967372713;0.0036209734614434308;0.003991127249842278;0.003994382705236423;0.00496910982877622;0.004279979063490006;0.0049763598948047;0.004757775736451019;
BELLEVUE GROUP AG ;BELLEVUE GROUP AG - NET SALES OR REVENUES;0.00012124433835433871;0.00013281984553587404;0.00015717641819375968;0.0001513236929326036;0.00012187101435917407;0.00013711252621253223;0.0001284473700061071;0.0001516713764252505;9.312352306220833e-05;6.701149822349545e-05;6.560445803099771e-05;5.092778964720951e-05;5.365131543919238e-05;5.161322113177062e-05;5.975366025127681e-05;0.00010190892603160912;8.873346572956314e-05;0.00011533945209497458;0.00012333660122629096;0.00010986203921032695;0.00013541309916267959;0.0001635665906003576;
BERGBAHNEN TITLIS AG ;BERGBAHNEN TITLIS AG - NET SALES OR REVENUES;3.873933144543674e-05;3.771165988883609e-05;4.0024531197703955e-05;4.1487578953210207e-05;4.47022976459188e-05;3.612843806983915e-05;3.515774854662841e-05;3.6482396582323365e-05;4.610292438970929e-05;4.8605835662834015e-05;5.871425846272191e-05;7.165688848918505e-05;7.026181435861274e-05;7.413964857574007e-05;7.090835431065631e-05;9.370787549370295e-05;7.81148888979809e-05;8.218109579028955e-05;9.576253412203588e-05;8.28010103596088e-05;4.728619034240829e-05;4.385666240925042e-05;
BERNER KANTO ;BERNER KANTO - NET SALES OR REVENUES;0.0010172656092701385;0.0009786840154229958;0.0010191148315585315;0.0009614613553519694;0.0008855080623650884;0.0007573268809069456;0.0006895218480554574;0.000700358886426863;0.0011071643511453909;0.0011089672089563294;0.0010337857889386381;0.0008663778548722114;0.0008237061474089264;0.0008072206036344878;0.0006710939002654028;0.0007458841140383813;0.000652005905465084;0.0006399673430164715;0.0006309511108179148;0.0005486542809945587;0.0006116908798196246;0.0005698214585291571;
BFW LIEGENSCHAFTEN ;BFW LIEGENSCHAFTEN - NET SALES OR REVENUES;;;;;2.864869387012531e-06;6.474056052349336e-06;1.4897253909239938e-05;1.7605919500750936e-05;2.817281539365556e-05;3.1192606614695056e-05;4.321666451148602e-05;2.7975428068137875e-05;2.479777608566875e-05;3.156510043353228e-05;1.8460177465006133e-05;2.4932599976070068e-05;2.4311077780777084e-05;2.375535831568107e-05;2.897076472327112e-05;2.5666009509814853e-05;;;
BIOXELL S.P.A. ;BIOXELL S.P.A. - NET SALES OR REVENUES;;;;1.4034073126027195e-06;1.3208900649314265e-06;2.2899593512961847e-06;2.3983135983703575e-06;8.467440722778409e-07;1.6010944746566016e-06;1.5471663957013043e-06;;;;;;;;;;;;;
BKW AG ;BKW AG - NET SALES OR REVENUES;0.0014327565140370055;0.0018552639663294308;0.002613088386914974;0.0037543744514553492;0.0036223645482947706;0.0020796789129784747;0.002201670993372501;0.002414500875965572;0.0036443704099314526;0.004082670175040847;0.003660968903599945;0.0031439698479952;0.0033730141421149506;0.003109390721550227;0.0030737228634925497;0.00329904120955625;0.003178535349709862;0.002728642289015151;0.0030914634853856093;0.002891145588165639;0.0036346468983376014;0.00387351430513644;
BLACK ;BLACK - NET SALES OR REVENUES;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.2397099509915307e-08;1.1142767341703313e-08;;
BOBST GROUP SA ;BOBST GROUP SA - NET SALES OR REVENUES;0.0018752735627426233;0.0017904807304799447;0.0019136142144548572;0.0018314465429465489;0.0021548909771118892;0.0017113923550245934;0.0015323408437077858;0.001539502569784821;0.0017549714738316522;0.0012352754392305043;0.0015234600150788745;0.0015955992400752308;0.0015692798657649155;0.001639970431595969;0.0014678714725370342;0.0017330546460621328;0.001725548555893829;0.0017261225802799867;0.002000790760983084;0.0017451606632416389;0.0016986529769796605;0.0017916722676480207;
BONDPARTNERS SA ;BONDPARTNERS SA - NET SALES OR REVENUES;;;;;;;;;;;8.006435698680415e-06;9.096536012457546e-06;1.5184896888955754e-05;1.5078182976960354e-05;1.1036135209674595e-05;1.3629786595786568e-05;1.3356122757046318e-05;1.3511092943248751e-05;4.4141030799051695e-06;1.3014847872356976e-05;1.2333805362005377e-05;1.3085143886404696e-05;
BOSSARD HOLDING AG ;BOSSARD HOLDING AG - NET SALES OR REVENUES;0.0006235902738257924;0.0005782182118770003;0.0005595132887498088;0.0005415449945554359;0.0006056608649444257;0.0005346651734052197;0.0005129429039893064;0.0005105681337425393;0.0005833174012792037;0.00044455988974091763;0.0005458894484901122;0.0005749294634098357;0.0005851090466028744;0.000714855831258029;0.0006975370402772065;0.0008546307212980859;0.0008290350681422298;0.0008877629331097858;0.001066276419803937;0.0009345179105226681;0.0010063057947997465;0.001140449708203526;
BUCHER INDUSTRIES AG ;BUCHER INDUSTRIES AG - NET SALES OR REVENUES;0.0018214588353733289;0.0017622935090317222;0.0019173699543180943;0.001994917505840458;0.002068176056818681;0.0020955978413012477;0.0019942311996648497;0.002170984697514865;0.0029968405237381186;0.002506947909403755;0.0024201379727120035;0.002934204380709863;0.0032398917225454336;0.003259348871658493;0.0031678924641153103;0.00324291779288687;0.002839413647483527;0.002989491638776159;0.003751253158172322;0.003312637670371283;0.0033932202726006965;0.0036401866387086946;
BURCKHARDT COMP ;BURCKHARDT COMP - NET SALES OR REVENUES;;;;;;0.00018086806703485671;0.0002010446092798055;0.00023546107295394973;0.000395484304520832;0.0004968101097881797;0.00040840200169889;0.0004467200561566524;0.000408464785254879;0.0004441535105593583;0.0005024207893561722;0.0006167637950104838;0.0005811887533740701;0.0006297930891578278;0.0007278177827597162;0.0006391492283000973;0.0007794799085362533;0.0007547393642238925;0.01757596570734066
BURKHALTER ;BURKHALTER - NET SALES OR REVENUES;;;;;;0.0004222603297942021;0.0003937190085509559;0.0003615817924828747;0.0004510831160733201;0.0004605476659373439;0.000540071454415967;0.0005979471411823136;0.0005865644521601084;0.0006078210818544201;0.0005865343412601521;0.0006637355789106665;0.0006114902257682157;0.0005812525257429936;0.0006139704014656007;0.0005395706573504659;0.0006161108441985003;0.0006182804976985933;
BVZ HOLDING AG ;BVZ HOLDING AG - NET SALES OR REVENUES;6.533883610414254e-05;6.825926504908825e-05;7.390130476410227e-05;0.00012583105898941827;0.0001222201427446569;0.00011748922024491947;0.00011138876734805689;0.00010618029395194611;0.000135682548406671;0.00014695271985070346;0.00015310166242772427;0.00015957248481394734;0.00015777490346218566;0.00015574692231640306;0.00015278283765306623;0.00017944648625384195;0.0001650722300597811;0.0001683121960198172;0.00019977917170158714;0.00018908591281963785;0.0001490914651172505;0.0001594822104277226;
BYSTRONIC ;BYSTRONIC - NET SALES OR REVENUES;0.001104525462473404;0.0011522545296811571;0.0011776782833362658;0.001191057492242559;0.0012777531732594055;0.001240600805911235;0.0012169291629021862;0.0013305978278651785;0.0015822896737797624;0.0011178920886338016;0.0012517790890966005;0.0014169845727220877;0.001442377690594873;0.0014462530881855127;0.0013501380182524465;0.001485512615694403;0.001448454038035308;0.0016744043975135184;0.0021815902687207416;0.001677862711857084;0.0015890824314529113;0.0010764473333771177;
CALIDA HOLDING AG ;CALIDA HOLDING AG - NET SALES OR REVENUES;0.00022017374550155846;0.00020404232184813255;0.00018038171021771888;0.00016909238885161248;0.0001599348311157858;0.0001763408528922519;0.00019716717637853582;0.00019128204646751173;0.00022998916208404505;0.00023363382897628046;0.000239913416919213;0.00024314706643848135;0.00023948003028659228;0.0002499952562713622;0.00046563254285868824;0.0004674507654885704;0.0004423933857073383;0.0004298187506360673;0.0005012381748874568;0.0004312113568643994;0.0004119567752195928;0.00034202099905220263;
CARLO GAVAZZI AG ;CARLO GAVAZZI AG - NET SALES OR REVENUES;0.0005444159622054225;0.0005927405526080131;0.00034096937627346697;0.0002661847847618439;0.00025686648315167916;0.00021703952923529795;0.00020689037923790504;0.0001904944596974681;0.00024003200031232733;0.00020472335131137173;0.00017839547794131703;0.0002284458985995138;0.00017728627898715073;0.000167565514162981;0.00015869384315978267;0.0001786248185991232;0.00015525165681170013;0.0001529345057815254;0.00017976024719555022;0.000165360985267349;0.00018385194688232408;0.00016982953606709447;0.0049535095775667
CASSIOPEA ;CASSIOPEA - NET SALES OR REVENUES;;;;;;;;;;;;;2.7985511636367917e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
CEMBRA MONEY BANK AG ;CEMBRA MONEY BANK AG - NET SALES OR REVENUES;;;;;;;;;;0.0006752995110798536;0.0005611418988988498;0.0006779167713630817;0.0005975160064342089;0.000503422107367092;0.0004755056722093527;0.0005535227311133814;0.000501605490169228;0.0004754572238825647;0.0005625961662574642;0.0005412589720420943;0.0006488643897568071;0.0005879605071746303;
