Name;KINARUS THERAPE - BOOK VALUE-OUT SHARES-FISCAL;ABB LTD - BOOK VALUE-OUT SHARES-FISCAL;AMS OSRAM - BOOK VALUE-OUT SHARES-FISCAL;PIERER MOBILITY AG - BOOK VALUE-OUT SHARES-FISCAL;ACCU HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BANQUE CANTONALE - BOOK VALUE-OUT SHARES-FISCAL;SIKA AG - BOOK VALUE-OUT SHARES-FISCAL;ACINO INTERNAT - BOOK VALUE-OUT SHARES-FISCAL;ACTELION AG - BOOK VALUE-OUT SHARES-FISCAL;OC OERLIKON CORP - BOOK VALUE-OUT SHARES-FISCAL;ADDEX THERAPEUTICS - BOOK VALUE-OUT SHARES-FISCAL;BANK LINTH LLB AG - BOOK VALUE-OUT SHARES-FISCAL;ADECCO GROUP - BOOK VALUE-OUT SHARES-FISCAL;ZUGER KANTONALBANK - BOOK VALUE-OUT SHARES-FISCAL;SCHWEIZERISCHE - BOOK VALUE-OUT SHARES-FISCAL;ADVAL TECH HOLDING A - BOOK VALUE-OUT SHARES-FISCAL;GRAUBUENDNER KBK - BOOK VALUE-OUT SHARES-FISCAL;ADVANCED DIGITAL - BOOK VALUE-OUT SHARES-FISCAL;HYPOTHERBK LENZBURG - BOOK VALUE-OUT SHARES-FISCAL;AIRESIS SA - BOOK VALUE-OUT SHARES-FISCAL;BASELLAND KANTONALBK - BOOK VALUE-OUT SHARES-FISCAL;APG SGA SA - BOOK VALUE-OUT SHARES-FISCAL;ALLREAL HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;APTG AG - BOOK VALUE-OUT SHARES-FISCAL;BELIMO HOLDINGS AG - BOOK VALUE-OUT SHARES-FISCAL;CPH CHEMIE & PAPIER - BOOK VALUE-OUT SHARES-FISCAL;ALPHA PETROVISION - BOOK VALUE-OUT SHARES-FISCAL;CI COM SA - BOOK VALUE-OUT SHARES-FISCAL;ALSO HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;GEORG FISCHER AG - BOOK VALUE-OUT SHARES-FISCAL;VALORA HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;ARBONIA AG - BOOK VALUE-OUT SHARES-FISCAL;STADLER RAIL AG - BOOK VALUE-OUT SHARES-FISCAL;EVOLVA HOLDING - BOOK VALUE-OUT SHARES-FISCAL;ARYZTA AG - BOOK VALUE-OUT SHARES-FISCAL;BANQUE CANTON GENEVE - BOOK VALUE-OUT SHARES-FISCAL;CHAM GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;PHOENIX MECANO AG - BOOK VALUE-OUT SHARES-FISCAL;ASCOM HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;VALARTIS GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;ARUNDEL AG - BOOK VALUE-OUT SHARES-FISCAL;PANALPINA WEL - BOOK VALUE-OUT SHARES-FISCAL;SCHLATTER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;ATHRIS HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BACHEM HOLDING - BOOK VALUE-OUT SHARES-FISCAL;AUTONEUM HOLD - BOOK VALUE-OUT SHARES-FISCAL;STARRAG GROUP HOLD - BOOK VALUE-OUT SHARES-FISCAL;BALOISE HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BUCHER INDUSTRIES AG - BOOK VALUE-OUT SHARES-FISCAL;ONE SWISS BANK SA - BOOK VALUE-OUT SHARES-FISCAL;LOEB HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;PAX-ANLAGE AG - BOOK VALUE-OUT SHARES-FISCAL;SGS SA - BOOK VALUE-OUT SHARES-FISCAL;BARRY CALLEBAUT - BOOK VALUE-OUT SHARES-FISCAL;VILLARS HOLDING SA - BOOK VALUE-OUT SHARES-FISCAL;WARTECK INVEST AG - BOOK VALUE-OUT SHARES-FISCAL;BASILEA PHARMACEUTIC - BOOK VALUE-OUT SHARES-FISCAL;ZWAHLEN & MAYR S.A. - BOOK VALUE-OUT SHARES-FISCAL;BASLER KANTONALBANK - BOOK VALUE-OUT SHARES-FISCAL;VON ROLL HOLDING - BOOK VALUE-OUT SHARES-FISCAL;MIKRON HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BANQUE CANTONALE - BOOK VALUE-OUT SHARES-FISCAL;ORELL FUESSLI HOLD - BOOK VALUE-OUT SHARES-FISCAL;BANQUE CANT VAUDOISE - BOOK VALUE-OUT SHARES-FISCAL;FORBO HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BERNER KANTO - BOOK VALUE-OUT SHARES-FISCAL;SWMTL HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;HIGHLIGHT EVENT AND - BOOK VALUE-OUT SHARES-FISCAL;RIETER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BELL FOOD GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;ELMA ELECTRONIC AG - BOOK VALUE-OUT SHARES-FISCAL;BELLEVUE GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;SWISS STEEL - BOOK VALUE-OUT SHARES-FISCAL;BFW LIEGENSCHAFTEN - BOOK VALUE-OUT SHARES-FISCAL;PRIVATE EQUITY HLDG - BOOK VALUE-OUT SHARES-FISCAL;BIOXELL S.P.A. - BOOK VALUE-OUT SHARES-FISCAL;BANK CA ST. GALLEN - BOOK VALUE-OUT SHARES-FISCAL;INTERROLL HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BANK CLER AG - BOOK VALUE-OUT SHARES-FISCAL;VETROPACK AG - BOOK VALUE-OUT SHARES-FISCAL;GURIT HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;PERROT DUVAL HOLDING - BOOK VALUE-OUT SHARES-FISCAL;HUEGLI HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;SWISS PRIME SITE - BOOK VALUE-OUT SHARES-FISCAL;#ERROR;BKW AG - BOOK VALUE-OUT SHARES-FISCAL;PERROT DUVAL HOLDING - BOOK VALUE-OUT SHARES-FISCAL;KUONI REISEN HLD AG - BOOK VALUE-OUT SHARES-FISCAL;GOLDBACH GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;BVZ HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BOBST GROUP SA - BOOK VALUE-OUT SHARES-FISCAL;COMET HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;CICOR TECHNOLOGIES - BOOK VALUE-OUT SHARES-FISCAL;BONDPARTNERS SA - BOOK VALUE-OUT SHARES-FISCAL;SWISSCOM - BOOK VALUE-OUT SHARES-FISCAL;BOSSARD HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;BURCKHARDT COMP - BOOK VALUE-OUT SHARES-FISCAL;BURKHALTER - BOOK VALUE-OUT SHARES-FISCAL;SCHAFFNER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;CALIDA HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;LASTMINUTE.COM NV - BOOK VALUE-OUT SHARES-FISCAL;SPICE PRIVATE - BOOK VALUE-OUT SHARES-FISCAL;CEMBRA MONEY BANK AG - BOOK VALUE-OUT SHARES-FISCAL;CHARLES VOG - BOOK VALUE-OUT SHARES-FISCAL;FEINTOOL INT HOLDING - BOOK VALUE-OUT SHARES-FISCAL;LIFEWATCH GMBH - BOOK VALUE-OUT SHARES-FISCAL;CHOCO LINDT & SPRUEN - BOOK VALUE-OUT SHARES-FISCAL;CIE FINANC TRADITION - BOOK VALUE-OUT SHARES-FISCAL;CHOCO LINDT & SPRUEN - BOOK VALUE-OUT SHARES-FISCAL;CIBA HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;CLARIANT AG - BOOK VALUE-OUT SHARES-FISCAL;GIVAUDAN SA - BOOK VALUE-OUT SHARES-FISCAL;COLTENE HOLDING - BOOK VALUE-OUT SHARES-FISCAL;SWISSQUOTE GROUP - BOOK VALUE-OUT SHARES-FISCAL;KOMAX HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;COSMO PHARMA - BOOK VALUE-OUT SHARES-FISCAL;SCHWEITER TECH AG - BOOK VALUE-OUT SHARES-FISCAL;INFRANOR INTER AG - BOOK VALUE-OUT SHARES-FISCAL;CREALOGIX HOLDING - BOOK VALUE-OUT SHARES-FISCAL;CARLO GAVAZZI AG - BOOK VALUE-OUT SHARES-FISCAL;CREDIT SUISSE GROUP - BOOK VALUE-OUT SHARES-FISCAL;BYSTRONIC - BOOK VALUE-OUT SHARES-FISCAL;INFICON HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;KUROS BIOSCIENCE - BOOK VALUE-OUT SHARES-FISCAL;ZURICH INSURANCE - BOOK VALUE-OUT SHARES-FISCAL;MOBIMO HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;DAETWYLER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;DATACOLOR AG - BOOK VALUE-OUT SHARES-FISCAL;DOTTIKON ES HOLDING - BOOK VALUE-OUT SHARES-FISCAL;TX GROUP - BOOK VALUE-OUT SHARES-FISCAL;DUFRY AG - BOOK VALUE-OUT SHARES-FISCAL;DKSH HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;EDIPRESSE SA - BOOK VALUE-OUT SHARES-FISCAL;EDISUN POWER - BOOK VALUE-OUT SHARES-FISCAL;EFG INTERNATIONAL - BOOK VALUE-OUT SHARES-FISCAL;ST GALLER KANT - BOOK VALUE-OUT SHARES-FISCAL;FLUGHAFEN ZURICH AG - BOOK VALUE-OUT SHARES-FISCAL;TORNOS HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;EMMI AG - BOOK VALUE-OUT SHARES-FISCAL;LUZERNER KANTONAL - BOOK VALUE-OUT SHARES-FISCAL;EMS-CHEMIE HOLDING - BOOK VALUE-OUT SHARES-FISCAL;LEONTEQ AG - BOOK VALUE-OUT SHARES-FISCAL;DORMAKABA HOLDING - BOOK VALUE-OUT SHARES-FISCAL;NOVARTIS - BOOK VALUE-OUT SHARES-FISCAL;SYNGENTA AG - BOOK VALUE-OUT SHARES-FISCAL;ROCHE HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;TECAN GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;ENERGIEDIENST HLDG - BOOK VALUE-OUT SHARES-FISCAL;VIFOR PHARMA AG - BOOK VALUE-OUT SHARES-FISCAL;GAM HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;HOLCI - BOOK VALUE-OUT SHARES-FISCAL;GEBERIT AG - BOOK VALUE-OUT SHARES-FISCAL;THE SWATCH GROUP - BOOK VALUE-OUT SHARES-FISCAL;MYRIAD GROUP - BOOK VALUE-OUT SHARES-FISCAL;THE SWATCH GROUP - BOOK VALUE-OUT SHARES-FISCAL;AEVIS VICTORIA - BOOK VALUE-OUT SHARES-FISCAL;GROUPE MINOTERIES SA - BOOK VALUE-OUT SHARES-FISCAL;KUDELSKI SA - BOOK VALUE-OUT SHARES-FISCAL;STRAUMANN HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;LUMX GROUP LTD - BOOK VALUE-OUT SHARES-FISCAL;VONTOBEL HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;GLARNER KANT - BOOK VALUE-OUT SHARES-FISCAL;TEMENOS AG - BOOK VALUE-OUT SHARES-FISCAL;HELVETIA HOLDING - BOOK VALUE-OUT SHARES-FISCAL;GLOBAL NATURAL RES - BOOK VALUE-OUT SHARES-FISCAL;HOCHDORF HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;SONOVA HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;GOLAY BUCHEL HOLDING - BOOK VALUE-OUT SHARES-FISCAL;GOLAY BUCHEL HOLDING - BOOK VALUE-OUT SHARES-FISCAL;HUBER+SUHNER AG - BOOK VALUE-OUT SHARES-FISCAL;HIAG IMMOBILIEN - BOOK VALUE-OUT SHARES-FISCAL;LONZA GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;SKAN GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;IMPLENIA AG - BOOK VALUE-OUT SHARES-FISCAL;SIEGFRIED HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;HARWANNE CIE - BOOK VALUE-OUT SHARES-FISCAL;VALIANT HOLDING - BOOK VALUE-OUT SHARES-FISCAL;SWISS LIFE HOLDING - BOOK VALUE-OUT SHARES-FISCAL;INTERSHOP HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;JUNGFRAUBAHN - BOOK VALUE-OUT SHARES-FISCAL;INTL MINERALS CORP - BOOK VALUE-OUT SHARES-FISCAL;PSP SWISS PROPERTY - BOOK VALUE-OUT SHARES-FISCAL;IVF HARTMANN HLDG - BOOK VALUE-OUT SHARES-FISCAL;JULIUS BAER - BOOK VALUE-OUT SHARES-FISCAL;YPSOMED HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;WAADT VERSICHERUNGEN - BOOK VALUE-OUT SHARES-FISCAL;KARDEX HOLDING - BOOK VALUE-OUT SHARES-FISCAL;JELMOLI HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;MICRONAS SEM - BOOK VALUE-OUT SHARES-FISCAL;LEM HOLDING SA - BOOK VALUE-OUT SHARES-FISCAL;SWISSLOG HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;PARGESA HOLDING SA - BOOK VALUE-OUT SHARES-FISCAL;KUEHNE UND NAG - BOOK VALUE-OUT SHARES-FISCAL;LECLANCHE SA - BOOK VALUE-OUT SHARES-FISCAL;PARTNERS GR - BOOK VALUE-OUT SHARES-FISCAL;SCHINDLER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;LIECHTENSTEIN LANDBK - BOOK VALUE-OUT SHARES-FISCAL;SCHINDLER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;#ERROR;MOBILEZONE HOLDING - BOOK VALUE-OUT SHARES-FISCAL;LENZERHEIDE BERGBA - BOOK VALUE-OUT SHARES-FISCAL;LOGITECH INTERNAT - BOOK VALUE-OUT SHARES-FISCAL;NORINVEST HOLDING - BOOK VALUE-OUT SHARES-FISCAL;ROMANDE ENERGIE - BOOK VALUE-OUT SHARES-FISCAL;LOOSER HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;SANTHERA PHARMA - BOOK VALUE-OUT SHARES-FISCAL;MCH GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;REPOWER AG - BOOK VALUE-OUT SHARES-FISCAL;LO HLDG LAUSANNE-OUC - BOOK VALUE-OUT SHARES-FISCAL;METALL ZUG AG - BOOK VALUE-OUT SHARES-FISCAL;MEYER BURGER TECH - BOOK VALUE-OUT SHARES-FISCAL;MINDSET HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;VZ HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;SF URBAN PROP - BOOK VALUE-OUT SHARES-FISCAL;U-BLOX HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;LALIQUE GROUP - BOOK VALUE-OUT SHARES-FISCAL;ORASCOM DEVELOPMENT - BOOK VALUE-OUT SHARES-FISCAL;TECHNOMAG AG - BOOK VALUE-OUT SHARES-FISCAL;SCHWEIZERISCHE NAT - BOOK VALUE-OUT SHARES-FISCAL;SULZER AG - BOOK VALUE-OUT SHARES-FISCAL;NESTLE SA - BOOK VALUE-OUT SHARES-FISCAL;BB BIOTECH AG - BOOK VALUE-OUT SHARES-FISCAL;NEWAVE ENERGY HOLD - BOOK VALUE-OUT SHARES-FISCAL;NEWRON PHARMA - BOOK VALUE-OUT SHARES-FISCAL;ZUBLIN IMMOBILIEN - BOOK VALUE-OUT SHARES-FISCAL;NOBEL BIOCARE HLDG - BOOK VALUE-OUT SHARES-FISCAL;ZUR ROSE GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;FUNDAMENTA REAL - BOOK VALUE-OUT SHARES-FISCAL;RELIEF THERAPEUT - BOOK VALUE-OUT SHARES-FISCAL;ORIDION SYSTEMS - BOOK VALUE-OUT SHARES-FISCAL;ORIOR AG - BOOK VALUE-OUT SHARES-FISCAL;SPEXIS AG - BOOK VALUE-OUT SHARES-FISCAL;PEACH PROPERTY - BOOK VALUE-OUT SHARES-FISCAL;POENINA HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;PETROPLUS HOLDINGS - BOOK VALUE-OUT SHARES-FISCAL;PRECIOUS WOODS HLDG - BOOK VALUE-OUT SHARES-FISCAL;PUBLIGROUPE SA - BOOK VALUE-OUT SHARES-FISCAL;SWISS RE - BOOK VALUE-OUT SHARES-FISCAL;COMPAGNIE FINAN - BOOK VALUE-OUT SHARES-FISCAL;UBS AG - BOOK VALUE-OUT SHARES-FISCAL;ZUG ESTATES - BOOK VALUE-OUT SHARES-FISCAL;EDMOND DE ROTHSCHILD - BOOK VALUE-OUT SHARES-FISCAL;MEIER T - BOOK VALUE-OUT SHARES-FISCAL;NOVAVEST REAL - BOOK VALUE-OUT SHARES-FISCAL;QUADRANT AG - BOOK VALUE-OUT SHARES-FISCAL;TIDER AG - BOOK VALUE-OUT SHARES-FISCAL;BANK J SAFRA - BOOK VALUE-OUT SHARES-FISCAL;GATEGROUP HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;THURGAUER KANTONAL - BOOK VALUE-OUT SHARES-FISCAL;SHL TELEMEDICINE - BOOK VALUE-OUT SHARES-FISCAL;SFS GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;TRANSOCEAN LTD - BOOK VALUE-OUT SHARES-FISCAL;BERGBAHNEN TITLIS AG - BOOK VALUE-OUT SHARES-FISCAL;UBS GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;MOLECULAR PARTNERS - BOOK VALUE-OUT SHARES-FISCAL;SNOWCLIFF LTD - BOOK VALUE-OUT SHARES-FISCAL;SOCIETA ELETTRICA - BOOK VALUE-OUT SHARES-FISCAL;ZEHNDER GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;SUNRISE COMMUN - BOOK VALUE-OUT SHARES-FISCAL;PLAZZA AG - BOOK VALUE-OUT SHARES-FISCAL;VARIA US PROP - BOOK VALUE-OUT SHARES-FISCAL;VAT GROUP - BOOK VALUE-OUT SHARES-FISCAL;SUNSTAR HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;WISEKEY INTERN - BOOK VALUE-OUT SHARES-FISCAL;BLACK - BOOK VALUE-OUT SHARES-FISCAL;INVESTIS HOLDING SA - BOOK VALUE-OUT SHARES-FISCAL;SIA ABRASIVES - BOOK VALUE-OUT SHARES-FISCAL;OBSEVA SA - BOOK VALUE-OUT SHARES-FISCAL;GALENICA AG - BOOK VALUE-OUT SHARES-FISCAL;#ERROR;IDORSIA LTD - BOOK VALUE-OUT SHARES-FISCAL;SYNTHES INC - BOOK VALUE-OUT SHARES-FISCAL;LANDIS+GYR GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;MEDARTIS HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;ASMALLWORLD AG - BOOK VALUE-OUT SHARES-FISCAL;SENSIRION HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;KLINGELNBERG AG - BOOK VALUE-OUT SHARES-FISCAL;ALCON AG - BOOK VALUE-OUT SHARES-FISCAL;SIG GROUP AG - BOOK VALUE-OUT SHARES-FISCAL;ALUFLEXPA - BOOK VALUE-OUT SHARES-FISCAL;USTER TECH - BOOK VALUE-OUT SHARES-FISCAL;TEC-SEM - BOOK VALUE-OUT SHARES-FISCAL;VICTORIA-JUNGFRAU - BOOK VALUE-OUT SHARES-FISCAL;VP BANK AG - BOOK VALUE-OUT SHARES-FISCAL;MEDACTA GROUP SA - BOOK VALUE-OUT SHARES-FISCAL;CASSIOPEA - BOOK VALUE-OUT SHARES-FISCAL;CEVA LOGIS - BOOK VALUE-OUT SHARES-FISCAL;SOFTWAREONE HOLDING - BOOK VALUE-OUT SHARES-FISCAL;WEATHERFORD INTERNTL - BOOK VALUE-OUT SHARES-FISCAL;ACHIKO AG - BOOK VALUE-OUT SHARES-FISCAL;INA INVEST - BOOK VALUE-OUT SHARES-FISCAL;V-ZUG HOLDING AG - BOOK VALUE-OUT SHARES-FISCAL;POLYPEPTIDE - BOOK VALUE-OUT SHARES-FISCAL;MONTANA AER - BOOK VALUE-OUT SHARES-FISCAL;WINTERTHUR TECH - BOOK VALUE-OUT SHARES-FISCAL;MEDMIX AG - BOOK VALUE-OUT SHARES-FISCAL
2000;39,078;5,584;1,494;54,579;76;20,931;5,709;98,947;2,532;15,978;NA;288,721;12,892;1270,86;15980;227,88;1835,97;NA;2246,431;13,849;1200,92;68,392;77,409;50,054;5,896;97,641;NA;3,242;22,682;16,113;198,544;25,335;NA;NA;NA;92,973;327,562;246,423;33,765;70,879;1311,112;NA;215,431;NA;4,132;NA;31,413;62,906;48,392;4,455;461,394;529,422;138,17;128,65;261,552;1112,297;NA;363,689;119,131;13,367;152,117;30,832;57,601;39,472;383,377;89,545;99,561;21,012;221,112;59,175;227,783;17,205;1,457;NA;305,972;NA;407,86;80,738;39,593;10,203;50,847;200,618;82,348;46,919;$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE;13,879;200,618;289,303;NA;356,281;52,333;11,755;80,556;800,537;110,251;23,972;NA;NA;99,4;19,617;NA;123,771;NA;48,463;37,476;20,321;2276,556;24,692;2276,556;56,82;20,726;303,749;NA;5,223;34,638;NA;89,745;30,329;24,036;174,114;27,104;324,485;76,436;NA;245,212;NA;39,024;645,365;NA;35,054;NA;NA;221,633;NA;NA;200,058;37,923;70,275;NA;575,089;41,481;NA;46,849;14,141;66,977;33,099;10,801;21,738;54,091;12,655;6,1;11,782;49,755;NA;49,755;0,937;102,519;13,498;0,742;NA;12,704;NA;0,293;74,59;4,129;NA;2,902;2716,525;2716,525;21,022;NA;29,657;NA;NA;111,724;3,205;67,264;248,224;176,992;47,67;0,56;42,717;10,372;NA;NA;186,902;29,753;724,096;10,32;59,849;6,96;60,859;7,666;24,147;NA;9,93;33,088;9,93;$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE;2,19;NA;1,808;NA;517,72;NA;NA;20,962;46,815;395,03;964,319;NA;53,774;NA;NA;NA;NA;NA;217,049;38,556;77,492;7,697;31,269;NA;NA;704,34;2,063;NA;NA;NA;NA;NA;NA;NA;NA;NA;142,015;203,52;58,936;19,204;15,601;NA;5973,225;13,516;NA;63,59;40,315;12,1;NA;NA;34,804;NA;27,163;5,672;15,601;NA;5,143;119,013;15,141;NA;NA;NA;NA;1080,5;NA;NA;NA;158,738;NA;NA;$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE;NA;15,503;NA;NA;NA;NA;NA;NA;142,682;NA;NA;23,762;208,186;88,036;NA;NA;NA;NA;3,043;NA;NA;NA;NA;NA;NA;NA
2001;3,372;2,411;1,906;28,796;85,096;21,254;5,602;90,905;1,858;17,755;NA;296,148;9,598;1302,213;15990;239,572;1887,943;NA;2358,361;5,394;1263,174;70,545;84,513;45,079;7,008;97,73;NA;NA;24,09;15,095;224,051;20,459;NA;NA;NA;88,476;320,797;240,647;18,454;55,044;972,952;NA;191,451;NA;4,527;NA;33,149;70,473;50,627;4,59;485,577;646,578;123,382;138,021;295,429;1123,557;NA;392,308;111,226;7,217;84,65;31,672;56,566;30,117;296,952;96,699;95,494;23,761;197,898;68,541;191,148;22,975;1,479;NA;293,078;NA;408,574;80,707;39,427;10,679;40,916;148,145;96,684;50,478;;34,554;148,145;192,632;NA;360,168;44,638;11,763;88,991;808,767;157,633;20,917;NA;NA;102,905;11,947;NA;107,898;NA;43,779;38,165;21,651;2467,868;31,13;2467,868;59,085;11,413;319,759;NA;3,89;37,007;NA;101,025;19,641;53,383;183,823;20,277;338,81;85,977;110869,576;230,205;NA;39,957;604,47;NA;33,035;NA;NA;210,629;NA;NA;210,489;34,676;58,958;NA;106,015;50,955;NA;-33,281;16,578;67,401;34,537;14,006;22,751;55,516;12,134;6,422;13,086;55,884;NA;55,884;1,068;108,807;10,936;0,954;NA;13,679;NA;3,124;40,521;0,862;NA;5,013;2580,2;2580,2;17,233;NA;28,152;NA;NA;125,009;3,202;71,71;284,838;138,133;49,728;0,524;47,239;13,682;NA;NA;120,539;38,675;1082,683;11,337;65,391;6,193;81,403;8,525;23,121;NA;10,466;25,824;10,466;;0,94;NA;2,518;NA;514,247;NA;NA;22,718;49,515;405,319;1019,651;NA;28,938;NA;NA;NA;NA;NA;208,36;36,188;34,286;8,681;25,683;NA;NA;764,671;2,423;NA;NA;NA;NA;NA;NA;NA;NA;NA;50,449;93,687;62,763;21,339;15,604;NA;6389,468;14,846;NA;99,21;34,113;12,756;NA;NA;39,338;NA;48,916;5,824;15,604;NA;6,576;124,499;17,379;NA;NA;NA;NA;1084,66;NA;NA;NA;169,435;NA;NA;;NA;15,652;NA;NA;NA;NA;NA;NA;142,373;NA;NA;10,434;217,703;90,046;NA;NA;NA;NA;3,884;NA;NA;NA;NA;NA;NA;NA
2002;6,905;1,004;0,99;28,175;54,671;22,091;5,307;87,63;1,444;15,761;NA;302,687;10,429;1333,6;26007;239,316;217,103;NA;2475,542;1,974;1254,836;70,692;88,147;45,259;7,492;97,883;NA;2,316;26,721;13,788;246,237;21,326;NA;NA;NA;85,236;350,877;171,428;7,017;45,421;1280,968;27,181;155,128;NA;4,636;NA;34,329;56,275;44,896;4,614;497,024;828,978;115,034;130,657;304,838;1154,088;25,076;416,225;21,584;0,47;4,349;32,224;38,357;10,379;311,829;103,887;49,523;26,206;189,44;75,755;144,55;23,897;1,488;NA;201,108;NA;424,894;81,042;39,618;11,551;41,653;77,809;111,167;48,99;;38,004;77,809;180,858;NA;361,114;44,728;12,584;81,966;820,986;107,963;21,349;NA;NA;84,589;10,91;NA;88,297;NA;43,297;32,99;10,172;2759,738;32,314;2759,738;63,158;5,425;308,023;NA;2,696;38,8;NA;75,106;5,031;54,5;136,863;18,632;352,041;76,318;1607,76;140,424;NA;37,631;581,955;NA;34,816;NA;NA;201,006;NA;NA;222,447;34,097;6,12;NA;109,742;45,699;NA;-26,636;16,033;59,162;24,788;13,858;25,862;55,123;12,527;5,521;15,239;60,638;0,831;60,638;0,921;108,672;10,909;1,22;NA;14,276;NA;1,389;30,451;1,032;NA;5,545;2527,1;2527,1;12,993;NA;24,148;NA;NA;135,577;2,694;78,345;157,911;116,956;51,591;0,527;50,584;14,033;NA;NA;93,177;37,73;1199,642;17,052;54,827;3,453;58,354;7,578;18,152;NA;8,385;25,255;8,385;;0,447;NA;2,964;NA;620,764;NA;NA;23,127;57,484;876,154;1085,22;NA;-5,202;NA;NA;NA;NA;NA;205,519;25,241;35,429;8,999;13,725;NA;NA;803,284;2,457;NA;NA;NA;NA;NA;NA;NA;NA;NA;43,872;140,038;53,936;20,989;14,958;NA;6811,917;12,823;NA;75,914;18,831;11,57;NA;NA;40,39;NA;31,978;7,514;14,958;NA;6,805;104,953;16,626;NA;NA;NA;NA;1058,84;NA;NA;NA;165,65;NA;NA;;NA;15,99;NA;NA;NA;NA;NA;NA;131,752;NA;NA;4,995;220,823;94,635;NA;NA;NA;NA;4,092;NA;NA;NA;NA;NA;5,653;NA
